Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,JobLevel,JobInvolvement,JobRole,OverTime
35.930759559955796,No,Human Resources,8.467358868569072,3,Life Sciences,1,1,Married,2572.1626004704644,-0.01566995225353893,3,4.779226010712495,1,1,HR Specialist,No
41.32195097173353,No,Sales,2.816741362975137,3,Life Sciences,3,2,Divorced,8963.82868527019,1.9191815639437009,3,4.421778151463711,2,2,Sales Executive,No
31.761092323440852,No,Research & Development,14.683084654647168,4,Medical,3,4,Divorced,6651.163091785319,5.189158661638348,3,5.146099196392086,2,4,Research Scientist,No
33.72125362061114,No,Research & Development,9.920496633456896,3,Life Sciences,2,2,Divorced,2075.891255432458,1.1470294519364106,3,0.6105846900100886,1,2,Research Scientist,No
18.04575433394819,Yes,Sales,2.9177909130395006,2,Medical,2,4,Single,1560.7933550701869,1.090823659672731,4,0.17005477203206942,1,3,Sales Executive,No
59.382713189398814,No,Sales,28.171097248460594,3,Marketing,3,1,Married,10015.86688569879,4.1528653946228475,4,18.37350115123814,2,2,Sales Executive,No
28.791225231526518,Yes,Sales,7.7928243684878975,3,Marketing,2,2,Single,2717.138657943149,0.8170887089159962,3,2.4488057032918666,1,2,Sales Executive,No
28.832651634457026,No,Research & Development,1.0,1,Technical Degree,4,3,Married,4743.291935172209,1.0839143917855367,3,9.904382072925683,1,4,Research Scientist,No
39.84982741011278,Yes,Sales,25.569665973588048,4,Marketing,4,2,Single,9177.11139811032,1.9652284151861243,3,4.977435516515713,2,3,Sales Executive,No
56.57274652421591,No,Research & Development,6.938631242974985,3,Life Sciences,4,4,Single,7144.412491777759,3.876542276280739,2,5.790405339551466,2,4,Research Scientist,Yes
50.07363287010803,Yes,Sales,7.843829208968519,2,Technical Degree,2,3,Married,6644.447728413978,3.081599200105376,3,3.732464812903851,2,2,Sales Executive,No
35.082862640020636,Yes,Sales,26.418560605107558,3,Life Sciences,3,4,Single,5738.920634576662,0.8854200315876022,3,9.776983167943254,2,4,Sales Executive,No
26.23081342864083,Yes,Research & Development,20.614370639334837,3,Medical,1,3,Divorced,2587.0287176061875,0.9926340778365876,2,1.43467202900079,1,2,Research Scientist,Yes
44.06884229463412,No,Research & Development,3.4558513635100834,2,Life Sciences,3,1,Divorced,19278.73423684882,1.0479680510695422,2,25.311140760731554,4,2,Research Scientist,Yes
26.337113454341008,Yes,Sales,4.031926387215211,4,Marketing,4,4,Single,6122.141526989327,1.002611535086359,3,8.099506809395763,2,4,Sales Executive,No
39.368076450392,Yes,Research & Development,7.135433065530734,3,Life Sciences,1,1,Single,2307.746539433512,2.9200296257960012,1,3.890014294342264,1,1,Research Scientist,Yes
52.24764247657201,No,Research & Development,6.336155257938544,2,Technical Degree,4,1,Divorced,5755.055397917367,2.8784167113274735,3,10.200561301703525,1,2,Research Scientist,No
31.201170016720297,Yes,Sales,5.7733692695527745,4,Life Sciences,2,3,Married,6206.616105352743,3.9405009176964616,2,7.346859948100933,2,2,Sales Executive,Yes
42.733851818318904,Yes,Research & Development,18.49736354377174,3,Medical,3,3,Divorced,2713.635023181782,6.1032018111395105,3,2.279220820894514,1,3,Research Scientist,No
34.78341547099534,No,Research & Development,22.303559148599238,4,Medical,2,3,Married,2666.0310123250106,0.02013948523994969,4,4.899188171932336,1,2,Research Scientist,No
33.95575299785866,Yes,Research & Development,9.133239939598717,4,Life Sciences,4,1,Married,5107.333346583766,3.9192345110725206,2,7.051790387827964,1,2,Research Scientist,Yes
31.083877887606008,No,Research & Development,11.83505020318996,3,Medical,4,4,Married,5566.326213445933,0.06775765931732915,1,8.683087852066631,2,4,Research Scientist,Yes
33.63963302290073,No,Human Resources,2.518369832362396,2,Human Resources,3,4,Married,3724.2209479633025,-0.059366791514149725,1,2.8220535897961394,1,4,HR Specialist,Yes
37.13383591089198,No,Human Resources,2.5376752295510068,3,Human Resources,1,2,Divorced,2557.505890458599,5.00320711794592,3,11.13811401107171,1,2,HR Specialist,No
51.082718756867365,Yes,Research & Development,3.146170301426875,4,Life Sciences,1,3,Married,2433.701168423725,8.953433529523139,4,10.549173992783714,1,2,Research Scientist,No
22.009674765728104,Yes,Research & Development,2.370572550556012,4,Life Sciences,3,4,Married,2681.0473922144583,0.06415475389742475,3,0.0,1,4,Research Scientist,No
32.72379450518958,No,Research & Development,6.939295448065221,3,Medical,3,3,Married,11646.449629632167,-0.06573214238907261,4,13.035193483459105,3,3,Research Scientist,No
25.756308355364485,Yes,Human Resources,20.66743723713722,2,Medical,4,2,Married,2203.830839888763,-0.1784516558767927,3,5.349299832645748,1,3,HR Specialist,No
27.344287255619314,No,Research & Development,4.749081643557294,3,Life Sciences,2,2,Married,5780.031599587116,0.9953482565902444,3,6.23837198116554,2,2,Research Scientist,No
19.372762588121198,No,Research & Development,8.734338326124238,2,Life Sciences,3,1,Single,2341.562954213648,0.9983875794426879,3,0.9171626783929647,1,2,Research Scientist,No
26.956322170056783,No,Research & Development,10.368995293927082,2,Life Sciences,4,1,Divorced,8632.684048157716,0.8356309872654534,2,8.617014920229801,2,2,Research Scientist,Yes
34.24003882234413,Yes,Human Resources,8.693550540686301,4,Technical Degree,1,3,Married,2084.5703993115694,0.9328571321103754,3,1.9974460871875614,1,2,HR Specialist,No
26.737585909367496,No,Sales,2.1464347889303057,2,Medical,1,3,Single,6372.968365547939,0.12181862221158697,2,7.785261429510976,2,2,Sales Executive,Yes
31.619725856823308,Yes,Research & Development,2.365350505692878,3,Life Sciences,2,4,Married,3810.7417114530367,5.917233411237447,1,2.190694165509386,1,3,Research Scientist,Yes
32.529376977020696,Yes,Research & Development,5.060851454945764,2,Life Sciences,1,3,Single,2647.160942688435,3.0758666572241338,3,3.9942864662547546,1,2,Research Scientist,No
30.192801869895444,Yes,Sales,22.374287730453986,1,Life Sciences,4,1,Married,7206.345376867973,1.0125968950787751,1,11.31791231313346,2,2,Sales Executive,Yes
33.89821984410141,No,Sales,16.43288112886805,3,Marketing,3,2,Married,7590.513808810954,0.08679687602919052,2,10.909372985623936,2,2,Sales Executive,Yes
26.777005887701762,No,Research & Development,6.1441780256190395,3,Life Sciences,4,3,Married,2683.1632318172174,1.147950806558511,3,3.864393979166226,1,4,Research Scientist,No
44.35754549410468,No,Research & Development,24.21877459821744,3,Medical,1,3,Single,3720.914447244202,1.9569744395373676,3,5.1625347959286625,1,2,Research Scientist,No
25.600047985925766,Yes,Sales,8.176204612712459,3,Technical Degree,4,1,Single,5272.7490255843495,6.029484500275282,2,4.5793599039515485,1,2,Sales Executive,Yes
40.670477043045516,No,Research & Development,1.4323220150957046,4,Life Sciences,3,2,Married,13570.364829974464,1.054307462209964,2,22.13196973538247,3,2,Research Scientist,Yes
47.32081624342471,No,Research & Development,1.0,4,Life Sciences,4,1,Married,15288.536804173553,7.0094492986886285,1,3.2826667498635067,4,2,Research Scientist,Yes
39.7075827917037,No,Sales,20.760883528390348,4,Life Sciences,1,4,Married,6277.050097635031,3.306692457349672,4,5.096326328445688,2,2,Sales Executive,No
33.69528153050896,No,Research & Development,8.062941131060919,5,Life Sciences,2,1,Divorced,5020.83657693225,2.750165965424315,3,0.1284928921656629,1,2,Research Scientist,No
31.036810478211688,No,Sales,9.462664265908508,2,Medical,3,4,Divorced,6566.370464118446,2.0490156988521826,3,4.6117679434933985,2,4,Sales Executive,No
55.408702899847576,Yes,Sales,1.9421791710320495,1,Medical,3,4,Single,4936.170035627745,3.9552622452260575,2,9.09189337880967,1,4,Sales Executive,Yes
57.82214917068149,No,Sales,21.42788185794961,3,Life Sciences,4,4,Married,17743.19760533669,3.9040148280390543,2,0.6257525855506237,4,4,Sales Executive,Yes
35.75598245534644,Yes,Sales,8.946291293746743,4,Life Sciences,3,1,Single,3410.120906740084,7.122829060409023,3,5.44092828461457,1,2,Sales Executive,No
35.23634621122559,Yes,Research & Development,24.920875514374774,4,Life Sciences,4,2,Divorced,2147.667131200258,1.2290595329557008,2,9.856016359721377,1,3,Research Scientist,Yes
44.74758278704447,No,Research & Development,1.3878741885933814,4,Medical,2,3,Single,5825.184621849022,3.9585741654322546,3,4.007482296473563,1,2,Research Scientist,No
45.90778352514297,No,Research & Development,6.8755247880209565,4,Medical,3,3,Married,5186.831837864554,2.0972829119134637,4,1.1395323195068636,1,3,Research Scientist,No
27.63589255221982,Yes,Research & Development,12.148474681274733,1,Life Sciences,3,4,Married,2860.68040131962,0.9916770288924738,2,1.0133852631869793,1,4,Research Scientist,Yes
31.41026763892176,Yes,Sales,3.7675497813657848,4,Medical,4,4,Married,10454.531648925426,0.8759466078327895,2,13.050736792305333,2,4,Sales Executive,Yes
38.137207393510366,No,Research & Development,9.65115224937971,1,Medical,3,3,Married,2555.1206794450027,-0.04619920309098668,2,2.1731706087257407,1,3,Research Scientist,Yes
25.028710995618102,No,Research & Development,2.243535835333543,1,Medical,1,1,Single,3030.317341417932,6.910373626645023,2,4.0488394293209415,1,1,Research Scientist,Yes
30.49272666519694,No,Research & Development,2.873286068761263,2,Medical,3,1,Divorced,3005.213174242706,0.8829898093337106,4,3.9098685504901973,1,2,Research Scientist,No
39.352223643738384,Yes,Sales,23.48935590818656,3,Life Sciences,2,2,Single,13301.916152758145,3.9782072694549724,2,1.2870297987009924,3,2,Sales Executive,Yes
40.561123467482936,No,Research & Development,15.855347156007095,2,Life Sciences,3,3,Divorced,4116.304020467172,8.882857679576844,3,3.833114721100377,1,3,Research Scientist,No
39.90985756437874,No,Research & Development,19.41451230862008,4,Technical Degree,1,4,Married,10221.941560410516,3.955794375377995,3,10.97375357820369,2,2,Research Scientist,No
44.28205177042494,No,Research & Development,7.301365712794946,4,Medical,1,4,Married,10353.900831507126,3.0075890821150866,3,21.919747818643902,2,2,Research Scientist,No
39.71333247691812,No,Research & Development,1.0,3,Life Sciences,4,4,Married,6377.277306655042,1.057638148005277,3,9.17352508323517,2,4,Research Scientist,No
25.61434112792424,Yes,Human Resources,16.463378631736493,4,Life Sciences,2,3,Divorced,2514.5336982033596,0.007892800006721046,2,6.842404041223027,1,2,HR Specialist,Yes
40.65281490222322,Yes,Sales,1.1401899584172959,2,Life Sciences,2,4,Single,5741.529836976841,7.983818544811809,1,5.895533002950586,2,3,Sales Executive,Yes
33.05091465265925,No,Research & Development,5.306026645302502,3,Life Sciences,4,4,Divorced,6926.556937250428,4.003325816310636,3,3.0016210485871917,2,4,Research Scientist,No
33.79175866326862,Yes,Sales,24.236575179411936,4,Medical,1,2,Single,4514.747340482309,0.043463867135215294,4,14.710789214655355,1,2,Sales Executive,No
44.34069819645889,No,Research & Development,1.7510155261646307,1,Life Sciences,1,4,Married,2313.9999972232154,1.0542662537741145,3,10.22996370426751,1,2,Research Scientist,No
31.4232695188973,No,Research & Development,2.175194352347293,1,Medical,4,4,Divorced,1487.9744409207565,1.035707560023267,3,1.2180196763265168,1,4,Research Scientist,No
54.788409703072084,Yes,Sales,2.1670068244182694,1,Medical,3,4,Single,5646.418855211855,4.040798800962186,2,9.448495882018115,1,4,Sales Executive,Yes
29.91548074460909,No,Research & Development,19.83654141450964,3,Life Sciences,2,3,Divorced,4407.076953519754,1.0541987556895371,3,10.186689165533418,1,2,Research Scientist,No
40.519476860873226,No,Research & Development,26.103317029992954,2,Medical,3,4,Married,4110.103774992952,2.8615004721133332,1,1.3125585936750837,1,4,Research Scientist,Yes
41.89345842181347,No,Research & Development,28.30564958261305,3,Medical,2,4,Single,4059.428922960204,4.094468530306953,3,0.8136413316319575,1,3,Research Scientist,No
23.541947461327684,No,Sales,24.016347456711763,3,Medical,4,4,Married,2020.602604952282,-0.037643816046407326,3,1.955259780681178,1,4,Sales Executive,No
26.010295087297525,No,Research & Development,1.3718978144841683,3,Medical,3,1,Single,2767.091369761391,0.04830681772086048,2,6.889050827325165,1,2,Research Scientist,Yes
45.31614739662955,No,Research & Development,28.812945687490185,3,Technical Degree,2,4,Married,9202.645884826457,3.97158189078795,4,3.1382907234889195,2,3,Research Scientist,No
46.54018111173464,Yes,Research & Development,20.31099500428129,2,Medical,4,2,Married,9013.949774193421,3.9908173377866367,4,9.209275620612091,2,3,Research Scientist,No
45.71482028926231,No,Sales,3.3420467087819277,3,Technical Degree,1,1,Divorced,12982.016564803052,1.6776027329852785,3,19.076514291435842,3,1,Sales Executive,No
32.83174474508649,No,Sales,8.231392052375417,1,Life Sciences,2,4,Single,2566.038251074965,0.16213039932017126,2,2.6925039929348795,1,3,Sales Executive,Yes
45.1720566619074,No,Research & Development,3.874406610801882,2,Life Sciences,3,2,Married,4545.144650249349,1.001465579434662,2,8.936528403478897,1,2,Research Scientist,Yes
33.64903549043903,No,Research & Development,6.980134060039063,4,Life Sciences,1,2,Single,11990.754476160022,-0.08996249429272064,3,11.6017724208087,3,2,Research Scientist,No
57.32587740327126,Yes,Research & Development,7.063704078759081,4,Medical,3,1,Married,10334.02159044973,6.9568336641799915,2,10.425061648064291,2,2,Research Scientist,Yes
54.52136579130679,No,Research & Development,1.5312652099800466,1,Medical,3,1,Single,17014.90513635466,6.9691354982451434,4,9.1690540550301,4,2,Research Scientist,No
36.13488249005429,No,Research & Development,6.08040138615814,3,Life Sciences,2,4,Married,3247.1947539285384,2.992318304442391,3,0.7893037061069532,1,3,Research Scientist,No
31.149266781068228,Yes,Sales,26.82656564661313,4,Marketing,1,4,Married,5829.70460865182,1.0618029123439865,3,10.228047201301031,1,2,Sales Executive,No
56.56148094366988,No,Research & Development,9.213223761300206,3,Medical,1,3,Married,2880.2683967216662,1.8431318489582311,3,4.6779155325539525,1,2,Research Scientist,No
58.790929050311,No,Human Resources,5.509928974317633,2,Medical,2,3,Married,2408.745028896827,7.883081670176536,2,1.7762645331303966,1,2,HR Specialist,Yes
27.65371085855022,Yes,Sales,1.0,3,Technical Degree,1,3,Married,2664.5462820065313,3.01738767919861,4,2.796124712154642,1,2,Sales Executive,No
44.92075450407882,No,Research & Development,28.657563988474294,3,Medical,3,4,Single,3546.898676519001,4.922013779135989,2,5.764692454098846,1,4,Research Scientist,Yes
55.42981639511772,No,Sales,1.0,2,Life Sciences,1,4,Married,10021.399451453202,3.0080608223070815,3,1.1852186114966705,2,2,Sales Executive,No
36.83765316158772,No,Research & Development,1.1609513421373394,2,Medical,3,1,Married,3770.8689537103355,1.9325283376695088,2,2.7014769190177854,1,2,Research Scientist,Yes
27.28300900999698,Yes,Research & Development,11.730932628711837,1,Life Sciences,3,4,Married,2795.7337567905365,0.7842403547628036,2,1.2051686298753328,1,4,Research Scientist,Yes
49.114901811998195,No,Research & Development,1.280238111930517,3,Technical Degree,3,1,Married,3734.7322375972285,2.13768195962859,3,4.532830653710272,1,2,Research Scientist,No
53.184003129667985,No,Research & Development,12.60064647897182,2,Medical,4,1,Divorced,4426.973246556672,1.1691389182295882,3,3.2756145169828508,1,2,Research Scientist,No
25.039426535521866,No,Research & Development,2.1213750153891673,1,Medical,1,1,Single,3673.520429904975,7.055252244183157,2,3.5050516885082925,1,1,Research Scientist,Yes
44.142791380287264,No,Research & Development,4.638343006268778,3,Medical,4,2,Single,5925.1574840093035,8.772883431270024,2,4.742866627829453,2,3,Research Scientist,Yes
24.967019109038237,Yes,Research & Development,2.8202286280877904,3,Medical,1,1,Married,3702.392718723634,5.1663292844695095,3,1.1842544146823235,1,1,Research Scientist,No
33.90400468739712,Yes,Research & Development,29.587379249411363,4,Medical,1,3,Single,4339.713378797924,0.9496432111976962,3,12.660865044073182,1,2,Research Scientist,No
33.23922080278655,Yes,Sales,5.583311249645191,3,Marketing,4,3,Single,3132.8317371402995,1.0030022029978418,3,0.6203821673831327,1,4,Sales Executive,No
44.8261516607255,No,Research & Development,7.695759958270921,3,Medical,1,3,Married,4528.419778556702,4.072361130530169,2,2.8761879672163855,1,2,Research Scientist,Yes
33.53565642598343,Yes,Sales,6.211713316832749,2,Marketing,4,3,Divorced,2083.445223594226,0.09833360013086191,2,2.019449063578626,1,4,Sales Executive,Yes
25.930881565567113,Yes,Human Resources,19.74809309021933,2,Medical,4,2,Married,1874.3662863807822,-0.019278175550140563,3,5.084957923875612,1,3,HR Specialist,No
32.98878181531511,Yes,Research & Development,15.557525459284129,1,Medical,2,3,Married,13566.61875129735,6.924392613639862,4,7.473313191926518,3,2,Research Scientist,No
30.567073638037993,Yes,Sales,19.773593773034815,3,Life Sciences,2,3,Married,4688.9191001433865,3.342856452853126,3,2.1229714733375338,1,2,Sales Executive,No
24.553142462677712,No,Research & Development,5.203338752477358,2,Life Sciences,2,1,Divorced,3857.3800206822148,0.9374075182847036,3,6.309520409095444,1,2,Research Scientist,No
27.717123560123863,No,Research & Development,1.7350287061049372,3,Life Sciences,4,4,Married,3836.78926536408,0.6864236038346263,3,2.6431797265615433,1,4,Research Scientist,No
20.72232850608067,No,Research & Development,26.219686914394668,2,Other,2,3,Married,2859.9097958568454,1.1456901124439998,2,3.709807583327957,1,2,Research Scientist,Yes
50.11497482574479,No,Research & Development,22.10468797696058,5,Medical,3,4,Single,14631.794033406824,1.0505939075950614,3,31.939174863576664,3,4,Research Scientist,No
